#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr1	105250000	105500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr1	105250000	105500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr1	106250000	106500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	106250000	106500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	107500000	107750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	107500000	107750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	108000000	108750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	108000000	108750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	108750000	109000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	108750000	109000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	109000000	110500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	109000000	110500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	110500000	110750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	110500000	110750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	110750000	111000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	110750000	111000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	111250000	112500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	111250000	112500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	113000000	115750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	113000000	115750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	115750000	116000000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	115750000	116000000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	116000000	116750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	116000000	116750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	117000000	117250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	117000000	117250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	117250000	117500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	2|0	0.20668	2|0	0.0688117
chr1	117250000	117500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	2|0	0	2|0	0.297002
chr1	117500000	117750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	117500000	117750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	118000000	118750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	118000000	118750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	119250000	119750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	119250000	119750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	120000000	120500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	120000000	120500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	120750000	121000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	120750000	121000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	121250000	121500000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr1	121250000	121500000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr1	142500000	142750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr1	142500000	142750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr1	142750000	143000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	142750000	143000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	143000000	143250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr1	143000000	143250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr1	143250000	143500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	143250000	143500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	144750000	145000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr1	144750000	145000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr1	145250000	145500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	145250000	145500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	146250000	146750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	146250000	146750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	148250000	148500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	148250000	148500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	148750000	149250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	148750000	149250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	149500000	149750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr1	149500000	149750000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr1	150250000	152250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	150250000	152250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	152500000	158000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	152500000	158000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	158000000	158250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	158000000	158250000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	158250000	158500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	158250000	158500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	158500000	158750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr1	158500000	158750000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr1	158750000	159500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	158750000	159500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	159750000	162000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	159750000	162000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	162250000	162500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	162250000	162500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	162500000	162750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr1	162500000	162750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr1	162750000	163500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	162750000	163500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	164500000	164750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	164500000	164750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	164750000	168750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	164750000	168750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	169000000	170250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	169000000	170250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	170250000	170500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	170250000	170500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	170500000	170750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	170500000	170750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	171000000	172500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	171000000	172500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	173000000	174000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	173000000	174000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	174250000	174500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	174250000	174500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	174750000	175000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr1	174750000	175000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr1	175000000	175500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	175000000	175500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	176000000	176250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	176000000	176250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	176500000	177250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	176500000	177250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	177250000	177500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	177250000	177500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	177750000	178000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	177750000	178000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	179000000	181250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	179000000	181250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	181500000	182000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	181500000	182000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	182000000	182250000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	182000000	182250000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	182250000	183250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	182250000	183250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	183500000	185500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	183500000	185500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	185750000	186500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	185750000	186500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	186750000	187000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	186750000	187000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	187500000	187750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	187500000	187750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	189000000	189250000	P6_DCIS	1|1	0.231405	1|1	0.388704	2|2	0.1044	2|2	0.20668	1|1	0.0688117
chr1	189000000	189250000	P6_INV	1|1	0.179193	1|1	0.463232	2|2	0.0605726	2|2	0	1|1	0.297002
chr1	189750000	190000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	189750000	190000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	192000000	192250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	192000000	192250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	192500000	192750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	192500000	192750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	193000000	193250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr1	193000000	193250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr1	194000000	194250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	194000000	194250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	194500000	194750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr1	194500000	194750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr1	195250000	195500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr1	195250000	195500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr1	196250000	199000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	196250000	199000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	199500000	199750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr1	199500000	199750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr1	199750000	200000000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	199750000	200000000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	200000000	200250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	200000000	200250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	200500000	203250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	200500000	203250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	203500000	203750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	203500000	203750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	204000000	205750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	204000000	205750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	206750000	208000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	206750000	208000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	208000000	208250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr1	208000000	208250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr1	208250000	208500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	208250000	208500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	209250000	209500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	209250000	209500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	209500000	209750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	209500000	209750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	209750000	210250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	209750000	210250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	210250000	210500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	210250000	210500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	210500000	210750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	210500000	210750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	210750000	211000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	210750000	211000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	211000000	211500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	211000000	211500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	211750000	212250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	211750000	212250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	212250000	212500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	212250000	212500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	212500000	213250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	212500000	213250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	214250000	215000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	214250000	215000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	215250000	215500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	215250000	215500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	215750000	216750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	215750000	216750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	217500000	218000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	217500000	218000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	218000000	218250000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	218000000	218250000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	218250000	218500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	218250000	218500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	219500000	219750000	P6_DCIS	1|1	0.231405	1|1	0.388704	2|2	0.1044	2|2	0.20668	1|1	0.0688117
chr1	219500000	219750000	P6_INV	1|1	0.179193	1|1	0.463232	2|2	0.0605726	2|2	0	1|1	0.297002
chr1	220000000	220500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	220000000	220500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	220750000	221000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	220750000	221000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	221000000	221250000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	221000000	221250000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	221750000	222000000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr1	221750000	222000000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr1	222500000	224000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	222500000	224000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	224000000	224250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	224000000	224250000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	224250000	224500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	224250000	224500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	224500000	224750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	1|1	0.20668	2|0	0.0688117
chr1	224500000	224750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	1|1	0	2|0	0.297002
chr1	224750000	226250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	224750000	226250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	226250000	226500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr1	226250000	226500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr1	226500000	227750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr1	226500000	227750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr1	227750000	228000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr1	227750000	228000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr1	228000000	229000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
